DEM,NDVI,slope,erosion_label
15,0.3224005401134491,191.0,0
163,0.2608215808868408,148.0,1
162,0.2327027767896652,1.0,0
226,0.2163883596658706,64.0,1
143,0.2578486204147339,83.0,1
395,0.4176787436008453,252.0,0
748,0.279467761516571,353.0,1
47,0.2665684819221496,701.0,1
451,0.1959752738475799,404.0,1
45,0.3155918419361114,406.0,0
979,0.4567609131336212,934.0,0
155,0.0967424064874649,824.0,1
258,0.2443997859954834,103.0,1
321,-0.0938317328691482,63.0,1
370,0.2234049141407013,49.0,1
626,0.2279441207647323,256.0,1
599,0.2309671938419342,27.0,0
187,0.2641509473323822,412.0,1
38,0.3158930242061615,149.0,0
384,0.2104024887084961,346.0,1
559,0.1948965489864349,175.0,1
397,0.316636860370636,162.0,0
64,0.267920970916748,333.0,1
287,0.3574821054935455,223.0,0
8,0.123814158141613,279.0,1
291,0.1508848220109939,283.0,1
459,0.2349034994840622,168.0,1
113,0.2395644336938858,346.0,1
267,0.1601589173078537,154.0,1
229,0.3408589661121368,38.0,0
130,0.3360292613506317,99.0,0
158,0.180759310722351,28.0,0
217,0.1190580874681472,59.0,1
1035,0.3360700607299804,818.0,0
507,0.3676212728023529,528.0,0
117,0.2452340722084045,390.0,1
598,0.2425670623779297,481.0,1
619,0.1898642480373382,21.0,0
416,0.281115859746933,203.0,1
73,0.1757685393095016,343.0,1
503,0.1974391192197799,430.0,1
146,0.2400733083486557,357.0,1
370,0.307995855808258,224.0,0
210,0.24317067861557,160.0,1
30,0.1747259050607681,180.0,1
106,0.0554879568517208,76.0,1
2736,0.2566090226173401,2630.0,1
464,0.1901246011257171,2272.0,1
104,0.3678750693798065,360.0,0
274,0.2694977521896362,170.0,1
378,0.3526561260223388,104.0,0
625,0.2456495314836502,247.0,1
623,0.4318231642246246,2.0,0
127,0.0820021331310272,496.0,1
1743,0.3430972695350647,1616.0,0
491,0.1883042454719543,1252.0,1
1511,0.3817115128040313,1020.0,0
406,0.3968246281147003,1105.0,0
220,0.2258975505828857,186.0,1
557,0.2969450652599334,337.0,1
2556,0.2521595954895019,1999.0,1
288,0.1149903014302253,2268.0,1
210,0.2656687498092651,78.0,1
182,0.2615338563919067,28.0,0
526,0.4371148943901062,344.0,0
74,0.270635724067688,452.0,1
389,0.2527314126491546,315.0,1
297,0.3295245170593261,92.0,0
324,0.1187301203608512,27.0,0
212,0.3272422552108764,112.0,0
20,0.3182336390018463,192.0,0
218,0.1091015189886093,198.0,1
230,0.2524872124195099,12.0,0
18,0.3128260374069214,212.0,0
104,0.0708764567971229,86.0,1
830,0.3846517205238342,726.0,0
619,0.2633490860462188,211.0,1
95,0.3118767738342285,524.0,0
432,0.2198932915925979,337.0,1
170,0.2333272248506546,262.0,1
294,0.2570653259754181,124.0,1
108,0.1733173131942749,186.0,1
398,0.1993872672319412,290.0,1
155,0.1802067905664444,243.0,1
428,0.3397489488124847,273.0,0
215,0.2995519042015075,213.0,1
30,0.4093101620674133,185.0,0
97,0.2006752043962478,67.0,1
573,0.4697863757610321,476.0,0
59,0.2719455361366272,514.0,1
64,0.1498852670192718,5.0,0
162,0.3362008035182953,98.0,0
87,0.4086686968803406,75.0,0
21,0.2650783360004425,66.0,1
205,0.0861547291278839,184.0,1
428,0.2714800238609314,223.0,1
198,0.3456221222877502,230.0,0
428,0.1682657599449157,230.0,1
520,0.4705314040184021,92.0,0
250,0.2088370472192764,270.0,1
554,0.1938886940479278,304.0,1
228,0.2654922008514404,326.0,1
13,0.3284134864807129,215.0,0
213,0.123843103647232,200.0,1
111,0.2739012837409973,102.0,1
84,0.2236386239528656,27.0,0
430,0.1830569058656692,346.0,1
156,0.4053328335285187,274.0,0
392,0.1421530395746231,236.0,1
109,0.2905832529067993,283.0,1
402,0.2480093240737915,293.0,1
327,0.2786773145198822,75.0,1
164,0.138914555311203,163.0,1
94,0.4544005692005157,70.0,0
261,0.2175648659467697,167.0,1
314,0.1532389819622039,53.0,1
197,0.1952125579118728,117.0,1
258,0.326282799243927,61.0,0
380,0.5599673986434937,122.0,0
238,0.2132292538881302,142.0,1
178,0.3476957082748413,60.0,0
1250,0.4005423486232757,1072.0,0
405,0.2934677600860595,845.0,1
131,0.185013011097908,274.0,1
369,0.125504583120346,238.0,1
132,0.116224318742752,237.0,1
746,0.2591581344604492,614.0,1
1478,0.5286248326301575,732.0,0
472,0.2736923694610595,1006.0,1
70,0.3024676740169525,402.0,0
687,0.4107445776462555,617.0,0
65,0.3154224753379822,622.0,0
228,0.1754086315631866,163.0,1
224,0.4903092086315155,4.0,0
493,0.3466843068599701,269.0,0
286,0.2932888269424438,207.0,1
172,0.3352457582950592,114.0,0
94,0.1744630187749862,78.0,1
572,0.3357391655445099,478.0,0
4882,-0.0063353511504828,4310.0,1
241,0.3116351068019867,4641.0,0
165,0.2798777222633362,76.0,1
1121,0.2009160965681076,956.0,1
310,0.2246862649917602,811.0,1
46,0.2988825440406799,264.0,1
96,0.251973807811737,50.0,1
346,0.1248029768466949,250.0,1
762,0.2176271229982376,416.0,1
323,0.1397934854030609,439.0,1
264,0.2439737021923065,59.0,1
863,0.4664217233657837,599.0,0
237,0.3258821070194244,626.0,0
448,0.1996035128831863,211.0,1
1448,0.5120591521263123,1000.0,0
475,0.1894938349723816,973.0,1
535,0.225017711520195,60.0,1
132,0.4985315799713135,403.0,0
135,0.2815878987312317,3.0,0
5,0.0491104982793331,130.0,1
217,0.3968198001384735,212.0,0
140,0.4232077598571777,77.0,0
396,0.2680547833442688,256.0,1
94,0.3573540151119232,302.0,0
203,0.1656200885772705,109.0,1
448,0.2987716197967529,245.0,1
8,0.1131568849086761,440.0,1
374,0.2068502306938171,366.0,1
105,0.2158447802066803,269.0,1
176,0.2738614082336426,71.0,1
242,0.1955122947692871,66.0,1
322,0.2346107214689254,80.0,1
5341,-0.037966102361679,5019.0,1
336,0.4285617768764496,5005.0,0
129,0.5147286057472229,207.0,0
383,0.319510668516159,254.0,0
639,0.5736305713653564,256.0,0
649,0.2513802051544189,10.0,0
525,0.2656454741954803,124.0,1
42,0.235569417476654,483.0,1
797,0.2848837077617645,755.0,1
62,0.2637757956981659,735.0,1
450,0.1859231293201446,388.0,1
402,0.2467625439167022,48.0,1
245,0.1854246109724044,157.0,1
464,0.1722518652677536,219.0,1
295,0.2021263837814331,169.0,1
441,0.2411611527204513,146.0,1
5307,-0.0320967435836792,4866.0,1
373,0.1759747713804245,4934.0,1
315,0.2508636713027954,58.0,1
5,0.2857142984867096,310.0,1
81,0.1802640855312347,76.0,1
263,0.3193604052066803,182.0,0
563,0.4480420351028442,300.0,0
599,0.1597859263420105,36.0,1
893,0.3409608602523803,294.0,0
32,0.1876445859670639,861.0,1
46,0.246551901102066,14.0,0
223,0.2779654264450073,177.0,1
180,0.1801338195800781,43.0,1
458,0.4791386723518371,278.0,0
349,0.2458593249320984,109.0,1
329,0.3327259421348572,20.0,0
135,0.3589097261428833,194.0,0
474,0.2040268629789352,339.0,1
916,0.2256606370210647,442.0,1
124,0.2665230929851532,792.0,1
163,0.282045304775238,39.0,1
485,0.1505494564771652,322.0,1
821,0.3050642013549804,336.0,0
896,0.2599264681339264,75.0,1
281,0.0764080360531807,615.0,1
491,0.2822514474391937,210.0,1
90,0.3136196732521057,401.0,0
585,0.1792420446872711,495.0,1
755,0.2401487380266189,170.0,1
482,0.2058895826339721,273.0,1
307,0.2392883896827697,175.0,1
70,0.3980263173580169,237.0,0
335,0.1581633687019348,265.0,1
89,0.2926706075668335,246.0,1
291,0.242880493402481,202.0,1
279,0.227100670337677,12.0,0
242,0.4739948213100433,37.0,0
50,0.2852055728435516,192.0,1
210,0.2452195882797241,160.0,1
352,0.3223685324192047,142.0,0
145,0.078347310423851,207.0,1
249,0.2135969996452331,104.0,1
536,0.2356914281845092,287.0,1
237,0.0818395912647247,299.0,1
134,0.2837238013744354,103.0,1
349,0.1139726042747497,215.0,1
320,0.2598048150539398,29.0,0
594,0.1851629465818405,274.0,1
378,0.1941800266504287,216.0,1
92,0.2471793442964553,286.0,1
223,0.2974047064781189,131.0,1
504,0.2589353322982788,281.0,1
529,0.4093648493289947,25.0,0
24,0.2996491193771362,505.0,1
152,0.267436683177948,128.0,1
878,0.2362552732229232,726.0,1
608,0.1876766979694366,270.0,1
411,0.2005160301923751,197.0,1
445,0.2028976529836654,34.0,1
440,0.2015192061662674,5.0,0
98,0.3397763967514038,342.0,0
256,0.160524696111679,158.0,1
317,0.1851674318313598,61.0,1
566,0.1688411831855774,249.0,1
168,0.2913345694541931,398.0,1
48,0.3679504692554474,120.0,0
598,0.1954848617315292,550.0,1
133,0.1156511381268501,465.0,1
402,0.2606347799301147,269.0,1
68,0.2670516073703766,334.0,1
486,0.2139689624309539,418.0,1
119,0.3019531369209289,367.0,0
173,0.2169418931007385,54.0,1
600,0.2798545062541961,427.0,1
98,0.4497998058795929,502.0,0
312,0.1725036203861236,214.0,1
423,0.301984965801239,111.0,0
289,0.310003399848938,134.0,0
361,0.2690328955650329,72.0,1
24,0.265402227640152,337.0,1
4429,-0.022860674187541,4405.0,1
242,0.1514658033847808,4187.0,1
27,0.2269345223903656,215.0,1
57,0.211621344089508,30.0,0
336,0.116401121020317,279.0,1
173,0.2904252707958221,163.0,1
133,0.2260824888944625,40.0,1
689,0.2144228667020797,556.0,1
218,0.2812658548355102,471.0,1
24,0.2298116236925125,194.0,1
158,0.1355402022600174,134.0,1
96,0.2600178122520447,62.0,1
254,0.3032736182212829,158.0,0
475,0.4982750415802002,221.0,0
119,0.188626542687416,356.0,1
193,0.078319065272808,74.0,1
1,-0.079087883234024,192.0,1
354,0.2782803177833557,353.0,1
413,0.1287871748208999,59.0,1
365,0.2189239263534546,48.0,1
336,0.102932721376419,29.0,0
94,0.2346414774656295,242.0,1
191,0.1431206315755844,97.0,1
61,0.2909159064292907,130.0,1
473,0.1605028212070465,412.0,1
97,0.2359804362058639,376.0,1
540,0.2137209177017212,443.0,1
912,0.4745383560657501,372.0,0
142,0.2246052771806717,770.0,1
5,0.2912404239177704,137.0,1
240,0.2404611110687255,235.0,1
200,0.2734213471412658,40.0,1
284,0.2418979406356811,84.0,1
521,0.1911160945892334,237.0,1
33,0.3565255105495453,488.0,0
26,0.2046210169792175,7.0,0
264,0.201322853565216,238.0,1
472,0.2743893563747406,208.0,1
153,0.2293146699666977,319.0,1
504,0.2036744952201843,351.0,1
445,0.3031288087368011,59.0,0
639,0.1931571960449218,194.0,1
379,0.1632537394762039,260.0,1
537,0.1415451169013977,158.0,1
1148,0.1775290518999099,611.0,1
193,0.2578951716423034,955.0,1
39,0.2195478975772857,154.0,1
929,0.3452260196208954,890.0,0
403,0.2582049667835235,526.0,1
46,0.2716986536979675,357.0,1
258,0.2122597843408584,212.0,1
219,0.1219120323657989,39.0,1
281,0.1941702216863632,62.0,1
784,0.1979928910732269,503.0,1
572,0.227337896823883,212.0,1
511,0.1728710830211639,61.0,1
323,0.2315289676189422,188.0,1
42,0.2585891783237457,281.0,1
337,0.3418228030204773,295.0,0
91,0.27894327044487,246.0,1
3,0.0912242457270622,88.0,1
177,0.2445872724056244,174.0,1
32,0.3421792685985565,145.0,0
460,0.2198801934719085,428.0,1
419,0.2468381226062774,41.0,1
77,0.2216453701257705,342.0,1
292,0.2530938684940338,215.0,1
172,0.2805758714675903,120.0,1
51,0.1952763944864273,121.0,1
889,0.3560864329338074,838.0,0
121,0.1465437412261963,768.0,1
87,0.2484721541404724,34.0,1
838,0.4145621657371521,751.0,0
139,0.2721681594848633,699.0,1
315,0.2816081047058105,176.0,1
298,0.2188006937503814,17.0,0
357,0.2079057693481445,59.0,1
464,0.1948887705802917,107.0,1
85,0.2875394225120544,379.0,1
339,0.229070171713829,254.0,1
230,0.1606993973255157,109.0,1
52,0.268410325050354,178.0,1
345,0.2464386373758316,293.0,1
310,0.4843042492866516,35.0,0
1005,0.1713410019874572,695.0,1
46,0.1472553312778473,959.0,1
482,0.2358419448137283,436.0,1
18,0.3621326982975006,464.0,0
519,0.2682370841503143,501.0,1
217,0.1414844542741775,302.0,1
112,0.2531576156616211,105.0,1
87,0.2980803847312927,25.0,0
437,0.1735267490148544,350.0,1
128,0.3224904537200928,309.0,0
459,0.1726907640695572,331.0,1
278,0.3373277187347412,181.0,0
363,0.2608899176120758,85.0,1
315,0.1619827002286911,48.0,1
337,0.3421174883842468,22.0,0
481,0.1739702075719833,144.0,1
59,0.3213728666305542,422.0,0
277,0.1765010058879852,218.0,1
534,0.1621857732534408,257.0,1
101,0.3546816408634186,433.0,0
32,0.2307692319154739,69.0,1
531,0.5768157839775085,499.0,0
421,0.5555341243743896,110.0,0
2547,0.2984716594219208,2126.0,1
141,0.0579881370067596,2406.0,1
30,0.1944591104984283,111.0,1
3227,0.1350951790809631,3197.0,1
411,0.4163350462913513,2816.0,0
474,0.2019220739603042,63.0,1
626,0.2311280816793441,152.0,1
187,0.1687892228364944,439.0,1
229,0.3158706724643707,42.0,0
69,0.2971992790699005,160.0,1
47,0.2851547300815582,22.0,0
1021,0.376217246055603,974.0,0
56,0.2733300924301147,965.0,1
444,0.2667261362075805,388.0,1
291,0.2186488211154937,153.0,1
697,0.3990369141101837,406.0,0
503,0.2050612568855285,194.0,1
866,0.3855049908161163,363.0,0
756,0.2886017262935638,110.0,1
568,0.2440494149923324,188.0,1
91,0.3215106725692749,477.0,0
189,0.2985317707061767,98.0,1
191,0.217319056391716,2.0,0
162,0.1849505007266998,29.0,0
661,0.2182812988758087,499.0,1
152,0.0789267867803573,509.0,1
120,0.3196268081665039,32.0,0
209,0.2199456095695495,89.0,1
112,0.2628084719181061,97.0,1
386,0.4085132181644439,274.0,0
294,0.3824451267719269,92.0,0
70,0.310050755739212,224.0,0
115,0.2152322977781295,45.0,1
999,0.4903008341789245,884.0,0
702,0.4531845152378082,297.0,0
1843,0.4918355047702789,1141.0,0
194,0.1695932298898697,1649.0,1
313,0.2121612727642059,119.0,1
9,0.3915833234786987,304.0,0
463,0.2514421343803406,454.0,1
623,0.2756439745426178,160.0,1
244,0.1965620368719101,379.0,1
204,0.2974481582641601,40.0,1
36,0.3474527895450592,168.0,0
324,0.1731027513742447,288.0,1
399,0.1527171730995178,75.0,1
116,0.1000859662890434,283.0,1
321,0.1475332677364349,205.0,1
49,0.1225985363125801,272.0,1
221,0.1146527081727981,172.0,1
69,0.3358168303966522,152.0,0
6,0.2262994349002838,63.0,1
259,0.3376285135746002,253.0,0
631,0.1040380075573921,372.0,1
16,0.3469459116458893,615.0,0
248,0.079186737537384,232.0,1
150,0.3340713083744049,98.0,0
358,0.2823823392391205,208.0,1
343,0.1149881035089492,15.0,0
641,0.1072304472327232,298.0,1
638,0.2272816002368927,3.0,0
428,0.2116754800081253,210.0,1
463,0.3035677969455719,35.0,0
520,0.2168402224779129,57.0,1
322,0.1539100110530853,198.0,1
69,0.3302314877510071,253.0,0
85,0.2089545726776123,16.0,0
480,0.2182237207889557,395.0,1
445,0.2329657673835754,35.0,1
161,0.0861830338835716,284.0,1
63,0.2913243472576141,98.0,1
504,0.158890888094902,441.0,1
993,0.5200914144515991,489.0,0
583,0.3532652854919433,410.0,0
735,0.4248858988285064,152.0,0
302,0.3703734278678894,433.0,0
82,0.3088384866714477,220.0,0
61,0.2372041195631027,21.0,0
272,0.5293697714805603,211.0,0
148,0.2665730714797973,124.0,1
532,0.2622438371181488,384.0,1
156,0.2877044677734375,376.0,1
14,0.3402566313743591,142.0,0
47,0.2965986430644989,33.0,1
217,0.177980288863182,170.0,1
358,0.2056626081466674,141.0,1
162,0.2476913779973983,196.0,1
309,0.1715069860219955,147.0,1
295,0.2213809639215469,14.0,0
22,0.3153083026409149,273.0,0
229,0.2236555218696594,207.0,1
358,0.3049498498439789,129.0,0
277,0.256013810634613,81.0,1
223,0.0843664929270744,54.0,1
34,0.3352394700050354,189.0,0
3516,0.0712270215153694,3482.0,1
391,0.161178782582283,3125.0,1
234,0.1988376528024673,157.0,1
641,0.439866840839386,407.0,0
95,0.2880427837371826,546.0,1
469,0.2338665127754211,374.0,1
234,0.0912753343582153,235.0,1
352,0.2205677926540374,118.0,1
418,0.1548014134168625,66.0,1
840,0.2828699946403503,422.0,1
401,0.2553488612174988,439.0,1
222,0.276215523481369,179.0,1
114,0.2586790025234222,108.0,1
57,0.2939832508563995,57.0,1
165,0.1610351651906967,108.0,1
213,0.252309650182724,48.0,1
131,0.2565588057041168,82.0,1
284,0.287629097700119,153.0,1
7,0.0410216711461544,277.0,1
170,0.4694620668888092,163.0,0
155,0.2863994538784027,15.0,0
283,0.1604481488466262,128.0,1
415,0.1481234729290008,132.0,1
71,0.2650515437126159,344.0,1
228,0.1083566546440124,157.0,1
110,0.3694823086261749,118.0,0
59,0.3165105879306793,51.0,0
68,0.4964646995067596,9.0,0
398,0.2369371205568313,330.0,1
1604,0.2825773358345032,1206.0,1
915,0.5337353944778442,689.0,0
599,0.2644789218902588,316.0,1
312,0.1454087793827057,287.0,1
182,0.2644412815570831,130.0,1
381,0.2993178963661194,199.0,1
590,0.0925164520740509,209.0,1
58,0.3132107555866241,532.0,0
17,0.3008274137973785,41.0,0
531,0.2564380466938019,514.0,1
228,0.2807954251766205,303.0,1
110,0.3117785453796386,118.0,0
221,0.236797034740448,111.0,1
2155,0.3958538472652435,1934.0,0
720,0.2652848064899444,1435.0,1
391,0.2164750397205352,329.0,1
301,0.242199495434761,90.0,1
346,0.4131713807582855,45.0,0
1273,0.282850444316864,927.0,1
2374,0.3355654180049896,1101.0,0
34,0.3489691615104675,2340.0,0
85,0.2102161049842834,51.0,1
184,0.2272727340459823,99.0,1
37,0.2590115070343017,147.0,1
451,0.2762534618377685,414.0,1
47,0.2668348550796509,404.0,1
944,0.2153801023960113,897.0,1
664,0.3125690221786499,280.0,0
427,0.450174868106842,237.0,0
179,0.3324445784091949,248.0,0
114,0.2594128847122192,65.0,1
208,0.209395095705986,94.0,1
140,0.0774452686309814,68.0,1
75,0.0695652142167091,65.0,1
780,0.2768852710723877,705.0,1
222,0.1690787672996521,558.0,1
357,0.2386123836040496,135.0,1
492,0.2540456354618072,135.0,1
390,0.2848028540611267,102.0,1
181,0.2241480052471161,209.0,1
124,0.0843195244669914,57.0,1
176,0.3227189183235168,52.0,0
574,0.2779600322246551,398.0,1
484,0.1545168459415435,90.0,1
27,0.2453600168228149,457.0,1
555,0.1262565404176712,528.0,1
126,0.2785090208053589,429.0,1
608,0.2206720411777496,482.0,1
252,0.2353832572698593,356.0,1
216,0.3349427580833435,36.0,0
627,0.1643746048212051,411.0,1
648,0.2473579794168472,21.0,0
920,0.4177724123001098,272.0,0
81,0.2240868657827377,839.0,1
193,0.2479616552591323,112.0,1
622,0.3362521827220917,429.0,0
55,0.2736266255378723,567.0,1
656,0.2440556287765503,601.0,1
184,0.2675617933273315,472.0,1
449,0.1483826786279678,265.0,1
394,0.2121601104736328,55.0,1
157,0.228170245885849,237.0,1
172,0.2841176092624664,15.0,0
16,0.2314901649951934,156.0,1
421,0.2516946792602539,405.0,1
27,0.2686581909656524,394.0,1
115,0.0764182433485984,88.0,1
396,0.3013559877872467,281.0,0
238,0.3151591420173645,158.0,0
86,0.1948752552270889,152.0,1
431,0.1973659396171569,345.0,1
218,0.0998189523816108,213.0,1
4,0.0636254251003265,214.0,1
132,0.3450691401958465,128.0,0
150,0.2861503362655639,18.0,0
816,0.2851869463920593,666.0,1
483,0.1897712796926498,333.0,1
144,0.3190802633762359,339.0,0
407,0.5286113023757935,263.0,0
389,0.1611997783184051,18.0,0
74,0.4515214264392853,315.0,0
163,0.0897752344608306,89.0,1
81,0.467237114906311,82.0,0
82,0.4028899371623993,1.0,0
623,0.2273892164230346,541.0,1
143,0.1071171835064888,480.0,1
3818,0.0053677642717957,3675.0,1
140,0.4050056934356689,3678.0,0
211,0.1296000927686691,71.0,1
110,0.2466852813959121,101.0,1
62,0.286343514919281,48.0,1
174,0.2349924445152282,112.0,1
419,0.275820642709732,245.0,1
522,0.3794579207897186,103.0,0
509,0.207963615655899,13.0,0
642,0.2739654779434204,133.0,1
276,0.2092071622610092,366.0,1
300,0.1486255675554275,24.0,0
144,0.1796001940965652,156.0,1
376,0.3484458923339844,232.0,0
88,0.2107986956834793,288.0,1
332,-0.0725073888897895,244.0,1
714,0.3437783718109131,382.0,0
703,0.3606676459312439,11.0,0
11,0.1848552376031875,692.0,1
3080,0.1315039247274398,3069.0,1
112,0.2261043787002563,2968.0,1
252,0.2432043701410293,140.0,1
243,0.2278152257204055,9.0,0
643,0.213992029428482,400.0,1
369,0.3005465269088745,274.0,0
128,0.415691077709198,241.0,0
466,0.2696423232555389,338.0,1
187,0.3037282228469848,279.0,0
207,0.0761102885007858,20.0,0
713,0.3797153830528259,506.0,0
82,0.4333312213420868,631.0,0
392,0.2237114310264587,310.0,1
1243,0.3815252780914306,851.0,0
261,0.2667842209339142,982.0,1
307,0.3446347415447235,46.0,0
881,0.2701030969619751,574.0,1
345,0.5472732186317444,536.0,0
517,0.2429746836423874,172.0,1
477,0.1185700073838234,40.0,1
452,0.5631403923034668,25.0,0
609,0.252442866563797,157.0,1
176,0.2612507939338684,433.0,1
656,0.3110201954841614,480.0,0
122,0.2156955748796463,534.0,1
99,0.2709552049636841,23.0,0
4212,0.0814084708690643,4113.0,1
316,0.1330409348011016,3896.0,1
204,0.3661087155342102,112.0,0
618,0.1236509382724762,414.0,1
512,0.2156279534101486,106.0,1
695,0.1782436221837997,183.0,1
657,0.2331413775682449,38.0,1
185,0.2585253417491913,472.0,1
382,0.3590703904628753,197.0,0
208,0.234998881816864,174.0,1
128,0.245395541191101,80.0,1
390,0.2530120611190796,262.0,1
42,0.2805525064468384,348.0,1
181,0.2561301589012146,139.0,1
337,0.2126732617616653,156.0,1
45,0.1970235109329223,292.0,1
282,0.190810889005661,237.0,1
287,0.2965752184391022,5.0,0
61,0.2803139388561249,226.0,1
348,0.1352318972349167,287.0,1
351,0.3023676872253418,3.0,0
667,0.3382716178894043,316.0,0
403,0.2762424647808075,264.0,1
302,0.1070312038064003,101.0,1
617,0.2908242642879486,315.0,1
607,0.2028747648000717,10.0,0
353,0.271402895450592,254.0,1
284,0.2477856576442718,69.0,1
335,0.2586600482463836,51.0,1
580,0.2554410994052887,245.0,1
263,0.2310700267553329,317.0,1
722,0.3315617442131042,459.0,0
330,0.1995427161455154,392.0,1
102,0.2488681674003601,228.0,1
71,0.3784026801586151,31.0,0
47,0.289113700389862,24.0,0
572,0.2420849949121475,525.0,1
116,0.2444198429584503,456.0,1
43,0.0595738813281059,73.0,1
145,0.2709373533725738,102.0,1
11,0.3559459149837494,134.0,0
38,0.1676571667194366,27.0,0
34,0.2667277753353119,4.0,0
623,0.2315085679292678,589.0,1
57,0.5108674168586731,566.0,0
200,0.3944386839866638,143.0,0
193,0.251969575881958,7.0,0
242,0.3159897327423095,49.0,0
499,0.2415160834789276,257.0,1
534,0.2085091024637222,35.0,1
1106,0.4861244261264801,572.0,0
345,0.1527499109506607,761.0,1
518,0.3152778744697571,173.0,0
162,0.2653061151504516,356.0,1
189,0.4260193407535553,27.0,0
489,0.5621450543403625,300.0,0
252,0.3253101110458374,237.0,0
502,0.2369302958250045,250.0,1
29,0.2357954829931259,473.0,1
97,0.265613704919815,68.0,1
577,0.3937630951404571,480.0,0
632,0.208913654088974,55.0,1
45,0.2878596782684326,587.0,1
678,0.1495804637670517,633.0,1
220,0.2687753438949585,458.0,1
119,0.2471563220024109,101.0,1
479,0.2242663651704788,360.0,1
185,0.3924473226070404,294.0,0
177,0.2243657857179641,8.0,0
37,0.2235832959413528,140.0,1
50,0.3007487654685974,13.0,0
110,0.149795264005661,60.0,1
464,0.2653683423995971,354.0,1
296,0.2250983566045761,168.0,1
172,0.3219760358333587,124.0,0
225,0.209587961435318,53.0,1
71,0.2070849686861038,154.0,1
249,0.176774725317955,178.0,1
290,0.2751933336257934,41.0,1
387,0.2445239573717117,97.0,1
515,0.2421052604913711,128.0,1
476,0.1843010485172271,39.0,1
169,0.3427368402481079,307.0,0
488,0.2169609814882278,319.0,1
571,0.2614616751670837,83.0,1
228,0.3050267696380615,343.0,0
56,0.266981691122055,172.0,1
240,0.3200386166572571,184.0,0
300,0.2501799762248993,60.0,1
731,0.477640151977539,431.0,0
78,0.4162814021110534,653.0,0
208,0.1257739961147308,130.0,1
224,0.1927218735218048,16.0,0
247,0.15422885119915,23.0,0
284,0.2549355328083038,37.0,1
5287,-0.0280243121087551,5003.0,1
444,0.1855816096067428,4843.0,1
646,0.2299422621726989,202.0,1
23,0.4534973204135895,623.0,0
800,0.3766208291053772,777.0,0
161,0.3620865046977997,639.0,0
254,0.3413052260875702,93.0,0
606,0.3057335913181305,352.0,0
104,0.2402670681476593,502.0,1
176,0.2329472303390503,72.0,1
37,0.301100492477417,139.0,0
188,0.2032729387283325,151.0,1
13,0.2807203829288482,175.0,1
635,0.3284734189510345,622.0,0
674,0.1925860345363617,39.0,1
717,0.1467427909374237,43.0,1
482,0.2425045073032379,235.0,1
191,0.2423819899559021,291.0,1
443,0.2047750204801559,252.0,1
611,0.2992349863052368,168.0,1
402,0.1466138511896133,209.0,1
16,0.2958817183971405,386.0,1
129,0.2642309069633484,113.0,1
458,0.260009616613388,329.0,1
588,0.1864618808031082,130.0,1
120,0.2185567021369934,468.0,1
262,0.2841673791408539,142.0,1
397,0.2152353525161743,135.0,1
441,0.2233833819627761,44.0,1
58,0.3634299337863922,383.0,0
4,0.2290610671043396,54.0,1
62,0.3867552280426025,58.0,0
700,0.426716148853302,638.0,0
8,0.2222980707883834,692.0,1
72,0.4183767735958099,64.0,0
71,0.2393226027488708,1.0,0
205,0.1508068740367889,134.0,1
95,0.2973659634590149,110.0,1
42,0.4355701804161072,53.0,0
1615,0.265863835811615,1573.0,1
153,0.1230514571070671,1462.0,1
483,0.275775671005249,330.0,1
156,0.2832349836826324,327.0,1
495,0.2153746485710144,339.0,1
59,0.021766509860754,436.0,1
265,0.2040373235940933,206.0,1
280,0.4222840070724487,15.0,0
7,0.0446981638669967,273.0,1
63,0.2969903349876404,56.0,1
129,0.2460401207208633,66.0,1
241,0.1900775730609893,112.0,1
551,0.1847832947969436,310.0,1
20,0.2280504554510116,531.0,1
2009,0.4781630039215088,1989.0,0
664,0.2869243919849396,1345.0,1
72,0.2791895568370819,592.0,1
362,0.3156028389930725,290.0,0
123,0.2553391456604004,239.0,1
65,0.2795769870281219,58.0,1
820,0.3708995878696441,755.0,0
20,0.4282848536968231,800.0,0
406,0.2588952183723449,386.0,1
40,0.306219220161438,366.0,0
458,0.1901016682386398,418.0,1
461,0.3121729493141174,3.0,0
893,0.378017246723175,432.0,0
424,0.463833749294281,469.0,0
195,0.2641044855117798,229.0,1
128,0.2368367910385131,67.0,1
3282,0.1051484420895576,3154.0,1
511,0.2499163448810577,2771.0,1
2067,0.3715994358062744,1556.0,0
505,0.2171236872673034,1562.0,1
674,0.3597615361213684,169.0,0
218,0.2121554464101791,456.0,1
119,0.2576623558998108,99.0,1
261,0.2358912676572799,142.0,1
297,0.2100985199213028,36.0,1
109,0.1579368263483047,188.0,1
183,0.1212250739336013,74.0,1
470,0.277858167886734,287.0,1
180,0.5018846988677979,290.0,0
434,0.3307594954967499,254.0,0
342,0.2677395045757293,92.0,1
455,0.228646382689476,113.0,1
31,0.2207306325435638,424.0,1
30,0.2248104065656662,1.0,0
833,0.396818995475769,803.0,0
562,0.1991677731275558,271.0,1
375,0.2143547385931015,187.0,1
19,0.2951996922492981,356.0,1
624,0.1627156883478164,605.0,1
324,0.2681451737880707,300.0,1
433,0.2564421594142914,109.0,1
102,0.1738788336515426,331.0,1
654,0.2992831468582153,552.0,1
83,0.197670117020607,571.0,1
156,0.2769862413406372,73.0,1
